title,price,location,city,size,bedrooms,bathrooms,property_type,date_added,url,scraped_at
1032 Square Feet 2 Bedroom Apartment Is Available For Sale In Al-Kabir Town Downtown Lahore,1.55 Crore,"Al-Kabir Town - Downtown, Al-Kabir Town",Lahore,"1,032 sqft",2,,Flat,Added: 1 day ago,https://www.zameen.com/Property/al_kabir_town_al-kabir_town_-_downtown_1032_square_feet_2_bedroom_apartment_is_available_for_sale_in_al-kabir_town_downtown_lahore-53742419-21978-1.html,2026-03-30T16:10:16.783952
3 Bed Apartment For Sale In Askari 11 Sector -B Lahore,2.9 Crore,"Askari 11, Askari",Lahore,"2,250 sqft",3,4,Flat,Added: 1 day ago,https://www.zameen.com/Property/askari_askari_11_3_bed_apartment_for_sale_in_askari_11_sector_-b_lahore-50457046-1503-1.html,2026-03-30T16:10:16.801877
Prime Mall 1 Bed Apartment 2 Bed Bookings Available,60 Lakh,"Al-Kabir Town - Downtown, Al-Kabir Town",Lahore,480 sqft,1,1,Flat,Added: 1 day ago,https://www.zameen.com/Property/al_kabir_town_al-kabir_town_-_downtown_prime_mall_1_bed_apartment_2_bed_bookings_available-53572327-21978-1.html,2026-03-30T16:10:16.818122
Full Furnished 1 Bed Luxury Apartment For Sale In Gulberg,88 Lakh,"Indigo Boutique Apartments, Gulberg",Lahore,501 sqft,1,1,Flat,Added: 1 day ago,https://www.zameen.com/Property/gulberg_indigo_boutique_apartments_full_furnished_1_bed_luxury_apartment_for_sale_in_gulberg-50618292-12837-1.html,2026-03-30T16:10:16.833659
Get A 230 Square Feet Flat For Sale In Gulberg 3 - Block C3,66 Lakh,"Gulberg 3 - Block C3, Gulberg 3",Lahore,230 sqft,,1,Flat,Added: 1 day ago,https://www.zameen.com/Property/gulberg_3_gulberg_3_-_block_c3_get_a_230_square_feet_flat_for_sale_in_gulberg_3_-_block_c3-50631954-3833-1.html,2026-03-30T16:10:16.848475
Ready To Move Apartment Available For Sale On MM Alam Road With 1.3 Lac Monthly Rental,1.8 Crore,"MM Alam Road, Gulberg",Lahore,786 sqft,2,1,Flat,Added: 1 day ago,https://www.zameen.com/Property/gulberg_mm_alam_road_ready_to_move_apartment_available_for_sale_on_mm_alam_road_with_1_3_lac_monthly_rental-50632006-3850-1.html,2026-03-30T16:10:16.863521
"805 Sq-Ft 2 Bed Apartment - Monthly Instalment Just Rs 53,000",1.25 Crore,"Bahria Town - Sector E, Bahria Town",Lahore,805 sqft,2,2,Flat,Added: 3 days ago,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_805_sq-ft_2_bed_apartment_-_monthly_instalment_just_rs_53_000-53889264-1802-1.html,2026-03-30T16:10:19.875759
Hotel Luxury Apartment,76.66 Lakh,"Amanah Residential Towers, Raiwind Road",Lahore,518 sqft,,1,Flat,Added: 3 days ago,https://www.zameen.com/Property/raiwind_road_amanah_residential_towers_hotel_luxury_apartment-53432961-22312-1.html,2026-03-30T16:10:19.920000
Brand New Flat. Fully Furnished Ready To Move 10.25 Marla Square Feet In Askari 10 Sector F. Beautiful View Towards Park And Parking Ideal Location And Very Good Approach From AirPort Road,3.9 Crore,"Askari 10 - Sector F, Askari 10",Lahore,"2,306 sqft",3,3,Flat,Added: 4 days ago,https://www.zameen.com/Property/askari_10_askari_10_-_sector_f_brand_new_flat_fully_furnished_ready_to_move_10_25_marla_square_feet_in_askari_10_sector_f_beautiful_view_towards_park_and_parking_ideal_location_and_very_good_approach_from_airport_road-53841038-10542-1.html,2026-03-30T16:10:19.937928
One Bed Living Apartment For Sale In Zameen Opal And Developed By Zameen Sale By Fast Property Services Lahore. Rejected,1.26 Crore,"Zameen Opal, Land Breeze Housing Society",Lahore,594 sqft,1,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/land_breeze_housing_society_zameen_opal_one_bed_living_apartment_for_sale_in_zameen_opal_and_developed_by_zameen_sale_by_fast_property_services_lahore_rejected-52771448-12916-1.html,2026-03-30T16:10:19.954766
2 Beds Fully Furnished Apartment Available For Sale Best Investment Or Resident,2.19 Crore,"Zameen Opal, Land Breeze Housing Society",Lahore,878 sqft,2,2,Flat,Added: 4 days ago,https://www.zameen.com/Property/land_breeze_housing_society_zameen_opal_2_beds_fully_furnished_apartment_available_for_sale_best_investment_or_resident-52957205-12916-1.html,2026-03-30T16:10:19.969980
Studio Luxury Apartment Available For Sale In Zameen Opal Building Second Floor Sale By Fast Property Services,1 Crore,"Zameen Opal, Land Breeze Housing Society",Lahore,411 sqft,,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/land_breeze_housing_society_zameen_opal_studio_luxury_apartment_available_for_sale_in_zameen_opal_building_second_floor_sale_by_fast_property_services-53268019-12916-1.html,2026-03-30T16:10:19.987181
Ramadan Deal| Furnished Studio | 500 Sqft | | Managed by Faletti's Hotels,1.2 Crore,"Gulberg, Lahore",Lahore,483 sqft,,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/lahore_gulberg_ramadan_deal_furnished_studio_500_sqft_managed_by_faletti_s_hotels-53912979-7-1.html,2026-03-30T16:10:20.071531
Ramadan Bonanza | 4 Star Hotel Apartment | No Down | From 400K/Monthly,1.65 Crore,"DHA 11 Rahbar, Lahore",Lahore,660 sqft,1,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/lahore_dha_11_rahbar_ramadan_bonanza_4_star_hotel_apartment_no_down_from_400k_monthly-53913025-1410-1.html,2026-03-30T16:10:20.087402
Pay Zero Down Payment Star Luxury Hotel Apartment Only In Ramadan,1.21 Crore,"Gulberg 3, Gulberg",Lahore,500 sqft,,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/gulberg_gulberg_3_pay_zero_down_payment_star_luxury_hotel_apartment_only_in_ramadan-53913154-3824-1.html,2026-03-30T16:10:20.101978
Facing Park 10 Marla 3 Bed Modern Apartment Available For Sale in Askari 11,3.85 Crore,"Askari 11 - Sector D, Askari 11",Lahore,"2,280 sqft",3,3,Flat,Added: 4 days ago,https://www.zameen.com/Property/askari_11_askari_11_-_sector_d_facing_park_10_marla_3_bed_modern_apartment_available_for_sale_in_askari_11-53587311-21437-1.html,2026-03-30T16:10:20.126622
Hot Location 12 Marla 4 Bed Luxury Apartment Available For Sale in Askari 10 Sector S,4.4 Crore,"Askari 10 - Sector S, Askari 10",Lahore,"2,700 sqft",4,4,Flat,Added: 4 days ago,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_hot_location_12_marla_4_bed_luxury_apartment_available_for_sale_in_askari_10_sector_s-53300857-21434-1.html,2026-03-30T16:10:20.142923
Luxury Fully Furnished Two Bed Apartment For Sale Gold Crest DHA Phase 4 Lahore,3.9 Crore,"Goldcrest Mall & Residency, DHA Phase 4",Lahore,"1,200 sqft",2,2,Flat,Added: 4 days ago,https://www.zameen.com/Property/dha_phase_4_goldcrest_mall_residency_luxury_fully_furnished_two_bed_apartment_for_sale_gold_crest_dha_phase_4_lahore-53906253-9966-1.html,2026-03-30T16:10:20.158086
Facing Park 3 Bedroom Apartments For Sale In Askari 11 Lahore,4.1 Crore,"Askari 11, Askari",Lahore,"2,250 sqft",3,4,Flat,Added: 4 days ago,https://www.zameen.com/Property/askari_askari_11_facing_park_3_bedroom_apartments_for_sale_in_askari_11_lahore-53830075-1503-1.html,2026-03-30T16:10:20.173386
Fully Furnished 12 Marla Adorable 1st Floor Apartment On Top Location For Sale in Askari 11 Near Phase 6 DHA Lahore,4.45 Crore,"Askari 11, Askari",Lahore,"2,700 sqft",4,5,Flat,Added: 4 days ago,https://www.zameen.com/Property/askari_askari_11_fully_furnished_12_marla_adorable_1st_floor_apartment_on_top_location_for_sale_in_askari_11_near_phase_6_dha_lahore-53971532-1503-1.html,2026-03-30T16:10:20.193920
Army Housing Complex 3 bed rooms Flat For Sale Is Available Askari 10 - Sector F Lahore Cantt,3.45 Crore,"Askari 10 - Sector F, Askari 10",Lahore,"2,250 sqft",3,3,Flat,Added: 4 days ago,https://www.zameen.com/Property/askari_10_askari_10_-_sector_f_army_housing_complex_3_bed_rooms_flat_for_sale_is_available_askari_10_-_sector_f_lahore_cantt-52501098-10542-1.html,2026-03-30T16:10:20.209562
Askari 10 Flat For Sale Askari 10 Sector(F),3.75 Crore,"Askari 10, Askari",Lahore,"2,250 sqft",3,4,Flat,Added: 4 days ago,https://www.zameen.com/Property/askari_askari_10_askari_10_flat_for_sale_askari_10_sector_f-53589182-1011-1.html,2026-03-30T16:10:20.224872
Lowest Price 10 Marla Modern Apartment Available For Sale In Askari 11 Sector D,3.7 Crore,"Askari 11 - Sector D, Askari 11",Lahore,"2,250 sqft",3,3,Flat,Added: 4 days ago,https://www.zameen.com/Property/askari_11_askari_11_-_sector_d_lowest_price_10_marla_modern_apartment_available_for_sale_in_askari_11_sector_d-50755811-21437-1.html,2026-03-30T16:10:20.241549
"1 Bed Furnished Apartment Available In Zameen Auurum , Book your Apartment with 30% Down Payment",1.8 Crore,"Zameen Aurum, Gulberg 3 - Block L",Lahore,746 sqft,1,2,Flat,Added: 1 day ago,https://www.zameen.com/Property/gulberg_3_block_l_zameen_aurum_1_bed_furnished_apartment_available_in_zameen_auurum_book_your_apartment_with_30_down_payment-50681689-16511-1.html,2026-03-30T16:10:20.256807
Flat Sized 925 Square Feet Is Available For Sale In Lake City,80 Lakh,"Lake City, Raiwind Road",Lahore,925 sqft,2,2,Flat,Added: 1 day ago,https://www.zameen.com/Property/raiwind_road_lake_city_flat_sized_925_square_feet_is_available_for_sale_in_lake_city-52014827-1103-1.html,2026-03-30T16:10:20.272184
Book Your Apartment With 50% And Get Possession In It,66 Lakh,"The Spring Apartment Homes, Main Canal Bank Road",Lahore,950 sqft,1,1,Flat,Added: 1 day ago,https://www.zameen.com/Property/main_canal_bank_road_the_spring_apartment_homes_book_your_apartment_with_50_and_get_possession_in_it-52030706-10099-1.html,2026-03-30T16:10:20.287492
Fully Furnished 1BHK And 2BHK Apartments In Low Per Sq. Ft Rate,1.6 Crore,"Gulberg 3, Gulberg",Lahore,675 sqft,1,1,Flat,Added: 1 day ago,https://www.zameen.com/Property/gulberg_gulberg_3_fully_furnished_1bhk_and_2bhk_apartments_in_low_per_sq_ft_rate-52085786-3824-1.html,2026-03-30T16:10:20.321362
"Ideal 692 Square Feet Flat Available In Gulberg 3 - Block L, Lahore",1.55 Crore,"Gulberg 3 - Block L, Gulberg 3",Lahore,692 sqft,1,1,Flat,Added: 1 day ago,https://www.zameen.com/Property/gulberg_3_gulberg_3_-_block_l_ideal_692_square_feet_flat_available_in_gulberg_3_-_block_l_lahore-52109693-3842-1.html,2026-03-30T16:10:20.337507
15% Guaranteed Rental Apartment For Sale In Gulberg III,45 Lakh,"Madison Square Mall, Mian Mehmood Ali Kasoori Road",Lahore,320 sqft,,1,Flat,Added: 1 day ago,https://www.zameen.com/Property/mian_mehmood_ali_kasoori_road_madison_square_mall_15_guaranteed_rental_apartment_for_sale_in_gulberg_iii-52369098-20338-1.html,2026-03-30T16:10:20.351855
Hotel Apartment Available With 15% Annual Rental in Indigo Heights,60 Lakh,"Indigo Heights, Gulberg 3",Lahore,278 sqft,1,1,Flat,Added: 1 day ago,https://www.zameen.com/Property/gulberg_3_indigo_heights_hotel_apartment_available_with_15_annual_rental_in_indigo_heights-52369123-9863-1.html,2026-03-30T16:10:20.366769
Get Your Apartment In Just 42 Lac In Gulberg 3 With 15% Guaranteed Rental On It,1.4 Crore,"Gulberg 3, Gulberg",Lahore,610 sqft,1,1,Flat,Added: 1 day ago,https://www.zameen.com/Property/gulberg_gulberg_3_get_your_apartment_in_just_42_lac_in_gulberg_3_with_15_guaranteed_rental_on_it-52407083-3824-1.html,2026-03-30T16:10:20.382263
A House Of 12 Marla Available For Sale,4.62 Crore,"Askari 10 - Sector S, Askari 10",Lahore,"2,700 sqft",4,4,Flat,Added: 4 days ago,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_a_house_of_12_marla_available_for_sale-53976644-21434-1.html,2026-03-30T16:10:23.266789
Ground Floor Facing Park Best Location Apartment Available For Sale In Sector D,4.5 Crore,"Askari 11 - Sector D, Askari 11",Lahore,"2,250 sqft",3,3,Flat,Added: 4 days ago,https://www.zameen.com/Property/askari_11_askari_11_-_sector_d_ground_floor_facing_park_best_location_apartment_available_for_sale_in_sector_d-53971272-21437-1.html,2026-03-30T16:10:23.301587
400 Square Feet Flat For Sale In Beautiful Bahria Town - Sector D,60 Lakh,"Bahria Town - Sector D, Bahria Town",Lahore,400 sqft,1,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_d_400_square_feet_flat_for_sale_in_beautiful_bahria_town_-_sector_d-53931662-1796-1.html,2026-03-30T16:10:23.326598
A Spacious 805 Square Feet Flat In Bahria Town - Sector D,1.21 Crore,"Bahria Town - Sector D, Bahria Town",Lahore,805 sqft,2,2,Flat,Added: 4 days ago,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_d_a_spacious_805_square_feet_flat_in_bahria_town_-_sector_d-53931667-1796-1.html,2026-03-30T16:10:23.345492
Get In Touch Now To Buy A 1410 Square Feet Flat In Lahore,2.19 Crore,"Bahria Town - Sector E, Bahria Town",Lahore,"1,410 sqft",3,3,Flat,Added: 4 days ago,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_get_in_touch_now_to_buy_a_1410_square_feet_flat_in_lahore-53931668-1802-1.html,2026-03-30T16:10:23.362300
Idyllic Flat Available In Bahria Town - Sector E For Sale,76.5 Lakh,"Bahria Town - Sector E, Bahria Town",Lahore,510 sqft,1,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_idyllic_flat_available_in_bahria_town_-_sector_e_for_sale-53931669-1802-1.html,2026-03-30T16:10:23.483905
12% Cash Back Guaranteed For 4 Years At Zameen EON - NSIT LUXURY APARTMETNS,2.41 Crore,"DHA Phase 9 Prism, DHA Defence",Lahore,617 sqft,1,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/dha_defence_dha_phase_9_prism_12_cash_back_guaranteed_for_4_years_at_zameen_eon_-_nsit_luxury_apartmetns-53150043-8431-1.html,2026-03-30T16:10:23.510627
12% Annual Cash Back on Hotel Apartments- Swiss Mall - MM ALAM ROAD (Residential Apartments also Available),1.01 Crore,"Swiss Mall Gulberg, MM Alam Road",Lahore,184 sqft,,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/mm_alam_road_swiss_mall_gulberg_12_annual_cash_back_on_hotel_apartments-_swiss_mall_-_mm_alam_road_residential_apartments_also_available-53145440-19464-1.html,2026-03-30T16:10:23.526928
Zameen EON NSIT-CBD (Redefining Luxury Living In Lahore) Adjacent To DHA Phase-6 PKLI,1.8 Crore,"Zameen EON, NSIT City",Lahore,450 sqft,,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/nsit_city_zameen_eon_zameen_eon_nsit-cbd_redefining_luxury_living_in_lahore_adjacent_to_dha_phase-6_pkli-53179224-22334-1.html,2026-03-30T16:10:23.543034
Studio Apartment Available for Sale at ZAMEEN EON Adjacent to DHA Phase-6 PKLI,1.96 Crore,"Zameen EON, NSIT City",Lahore,450 sqft,,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/nsit_city_zameen_eon_studio_apartment_available_for_sale_at_zameen_eon_adjacent_to_dha_phase-6_pkli-53178069-22334-1.html,2026-03-30T16:10:23.558823
Spanish Homes By Icon 2-Bed Room Apartments With Free Furnishing On Limited Units!!,45 Lakh,"Johar Town, Lahore",Lahore,925 sqft,2,2,Flat,Added: 4 days ago,https://www.zameen.com/Property/lahore_johar_town_spanish_homes_by_icon_2-bed_room_apartments_with_free_furnishing_on_limited_units-53175883-93-1.html,2026-03-30T16:10:23.575118
"Old Price Book Now, Earn Big 15% Cashback at Zameen ARX """,2.91 Crore,"Zameen Arx, CBD Punjab (PCBDDA)",Lahore,470 sqft,1,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/cbd_punjab_pcbdda_zameen_arx_old_price_book_now_earn_big_15_cashback_at_zameen_arx-53240259-22032-1.html,2026-03-30T16:10:23.592035
Book Your Apartment With 50% Dp An Get 15% Rental On It,47 Lakh,"Madison Square Mall, Mian Mehmood Ali Kasoori Road",Lahore,300 sqft,1,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/mian_mehmood_ali_kasoori_road_madison_square_mall_book_your_apartment_with_50_dp_an_get_15_rental_on_it-52654696-20338-1.html,2026-03-30T16:10:23.608396
Book Your Luxury APARTMENT and get 15% Guaranteed rental income,80 Lakh,"Oyster Court Luxury Residences, MM Alam Road",Lahore,632 sqft,1,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/mm_alam_road_oyster_court_luxury_residences_book_your_luxury_apartment_and_get_15_guaranteed_rental_income-53580074-9692-1.html,2026-03-30T16:10:23.625164
2 Bed Furnished Apartment Available For Sale In Gulberg On Installment,1.7 Crore,"The Opus Luxury Residence, Gulberg 3",Lahore,700 sqft,2,2,Flat,Added: 4 days ago,https://www.zameen.com/Property/gulberg_3_the_opus_luxury_residence_2_bed_furnished_apartment_available_for_sale_in_gulberg_on_installment-53580238-10538-1.html,2026-03-30T16:10:23.642708
3 Bedroom Luxury On Instalments Apartment For Sale,5.39 Crore,"Park Diamond Vista, Gulberg 3 - Block C2",Lahore,"1,898 sqft",3,4,Flat,Added: 4 days ago,https://www.zameen.com/Property/gulberg_3_block_c2_park_diamond_vista_3_bedroom_luxury_on_instalments_apartment_for_sale-53931011-21751-1.html,2026-03-30T16:10:23.661122
Tallest Building of Punjab in CBD Gulberg ARX by Zameen,2 Crore,"CBD Punjab (PCBDDA), Main Boulevard Gulberg",Lahore,450 sqft,,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/main_boulevard_gulberg_cbd_punjab_pcbdda_tallest_building_of_punjab_in_cbd_gulberg_arx_by_zameen-52594840-21580-1.html,2026-03-30T16:10:23.677596
2 Bed Luxury Apartment Available In Askari 5 With Easy Instalments Plan,3.6 Crore,"Askari 5, Askari",Lahore,"1,880 sqft",2,2,Flat,Added: 1 day ago,https://www.zameen.com/Property/askari_askari_5_2_bed_luxury_apartment_available_in_askari_5_with_easy_instalments_plan-52407186-3559-1.html,2026-03-30T16:10:23.696022
Book Your Apartment in DHA PHASE 6 with 50% Down Payment and Get 45% Rental on it,1.05 Crore,"DHA Phase 6, DHA Defence",Lahore,610 sqft,1,1,Flat,Added: 1 day ago,https://www.zameen.com/Property/dha_defence_dha_phase_6_book_your_apartment_in_dha_phase_6_with_50_down_payment_and_get_45_rental_on_it-52798708-1448-1.html,2026-03-30T16:10:23.716006
450 Square Feet Flat In NSIT City For Sale,1.8 Crore,"NSIT City, DHA Defence",Lahore,450 sqft,1,1,Flat,Added: 1 day ago,https://www.zameen.com/Property/dha_defence_nsit_city_450_square_feet_flat_in_nsit_city_for_sale-53156099-22290-1.html,2026-03-30T16:10:23.733897
Book You Apartment With 30% Down Payment And Get 12% Annual Cash Back For 4 Years With Buy Back Option,1.8 Crore,"DHA Phase 6, DHA Defence",Lahore,450 sqft,1,1,Flat,Added: 1 day ago,https://www.zameen.com/Property/dha_defence_dha_phase_6_book_you_apartment_with_30_down_payment_and_get_12_annual_cash_back_for_4_years_with_buy_back_option-53336337-1448-1.html,2026-03-30T16:10:23.752616
Get Your Furnished 2 Bed Apartment On Sale,1.2 Crore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",Lahore,900 sqft,2,3,Flat,Added: 1 day ago,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_ex_air_avenue_get_your_furnished_2_bed_apartment_on_sale-53493009-407-1.html,2026-03-30T16:10:23.770759
Book on 50% Down Payment | 10 Marla 3 Bed Modern Apartment For Sale In Askari 10 Sector A At A Prime Location,2.05 Crore,"Askari 10, Askari",Lahore,"2,250 sqft",3,4,Flat,Added: 1 day ago,https://www.zameen.com/Property/askari_askari_10_book_on_50_down_payment_10_marla_3_bed_modern_apartment_for_sale_in_askari_10_sector_a_at_a_prime_location-53493035-1011-1.html,2026-03-30T16:10:23.788638
Book Your Loft Apartment In Amanah Mall With 50% Down Payment,95 Lakh,"Model Town, Lahore",Lahore,540 sqft,,,Flat,Added: 1 day ago,https://www.zameen.com/Property/lahore_model_town_book_your_loft_apartment_in_amanah_mall_with_50_down_payment-53493089-8-1.html,2026-03-30T16:10:23.803464
"5 Year Easy Installment Plan | Ultra-Luxury 3 & 4 Bed Apartments | Pearl Tower, Askari 11 |",5 Crore,"Askari 11 - Sector A, Askari 11",Lahore,"2,562 sqft",4,5,Flat,Added: 1 day ago,https://www.zameen.com/Property/askari_11_askari_11_-_sector_a_5_year_easy_installment_plan_ultra-luxury_3_4_bed_apartments_pearl_tower_askari_11-53838999-15701-1.html,2026-03-30T16:10:23.821015
Spanish Homes - Free Furnishing - Free UPS - Free CCTV !! Limited Unit !! Flat For Sale,94.5 Lakh,"Icon Valley Phase 2, Raiwind Road",Lahore,870 sqft,2,2,Flat,Added: 4 days ago,https://www.zameen.com/Property/raiwind_road_icon_valley_phase_2_spanish_homes_-_free_furnishing_-_free_ups_-_free_cctv_limited_unit_flat_for_sale-52614187-12610-1.html,2026-03-30T16:10:26.366593
Swiss Mall Gulberg 12% Guaranteed Rental Oon Hotel Apartments,1.87 Crore,"MM Alam Road, Gulberg",Lahore,465 sqft,1,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/gulberg_mm_alam_road_swiss_mall_gulberg_12_guaranteed_rental_oon_hotel_apartments-52719205-3850-1.html,2026-03-30T16:10:26.394397
"Earn PKR 74,892 Monthly Rental Invest With Just PKR 7,489,248 At Swiss Mall Gulberg",74.89 Lakh,"Gulberg 3, Gulberg",Lahore,200 sqft,1,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/gulberg_gulberg_3_earn_pkr_74_892_monthly_rental_invest_with_just_pkr_7_489_248_at_swiss_mall_gulberg-52719273-3824-1.html,2026-03-30T16:10:26.410608
A Well Designed Flat Is Up For sale In An Ideal Location In Lahore,60.8 Lakh,"Mian Mehmood Ali Kasoori Road, Gulberg",Lahore,368 sqft,1,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/gulberg_mian_mehmood_ali_kasoori_road_a_well_designed_flat_is_up_for_sale_in_an_ideal_location_in_lahore-52719434-16330-1.html,2026-03-30T16:10:26.432726
Swiss Mall Lahore First Swiss International Hotel On MM Alam Road,86.78 Lakh,"MM Alam Road, Gulberg",Lahore,143 sqft,1,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/gulberg_mm_alam_road_swiss_mall_lahore_first_swiss_international_hotel_on_mm_alam_road-52938298-3850-1.html,2026-03-30T16:10:26.448598
Ground Floor 3 Beds 11 Marla Flat In Askari 11 - Sector B Apartments Best Option,3 Crore,"Askari 11 - Sector B Apartments, Askari 11",Lahore,"2,475 sqft",3,3,Flat,Added: 4 days ago,https://www.zameen.com/Property/askari_11_askari_11_-_sector_b_apartments_ground_floor_3_beds_11_marla_flat_in_askari_11_-_sector_b_apartments_best_option-51732022-15703-1.html,2026-03-30T16:10:26.466097
Secure 15% Rental Income With A Prime Apartment On MM Alam Road,1.8 Crore,"Gulberg 3, Gulberg",Lahore,750 sqft,1,2,Flat,Added: 4 days ago,https://www.zameen.com/Property/gulberg_gulberg_3_secure_15_rental_income_with_a_prime_apartment_on_mm_alam_road-53395258-3824-1.html,2026-03-30T16:10:26.531770
Apartment For Sale With 12% Guaranteed Rental,1.5 Crore,"Defence Raya, DHA Defence",Lahore,450 sqft,1,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/dha_defence_defence_raya_apartment_for_sale_with_12_guaranteed_rental-53089332-8172-1.html,2026-03-30T16:10:26.589734
Modern Living Executive 2 Bedroom Apartment Green View,3 Crore,"Green View Executive Apartments, DHA Phase 5",Lahore,915 sqft,2,2,Flat,Added: 5 days ago,https://www.zameen.com/Property/dha_phase_5_green_view_executive_apartments_modern_living_executive_2_bedroom_apartment_green_view-53648442-20757-1.html,2026-03-30T16:10:26.611355
One Bedroom Apartment For Sale Pentasquare DHA Phase 5,2.8 Crore,"Penta Square By DHA Lahore, DHA Phase 5",Lahore,797 sqft,1,2,Flat,Added: 5 days ago,https://www.zameen.com/Property/dha_phase_5_penta_square_by_dha_lahore_one_bedroom_apartment_for_sale_pentasquare_dha_phase_5-53808156-11845-1.html,2026-03-30T16:10:26.627824
European Style 1 Bedroom Furnished Apartment For Sale,2.8 Crore,"Penta Square By DHA Lahore, DHA Phase 5",Lahore,797 sqft,1,2,Flat,Added: 5 days ago,https://www.zameen.com/Property/dha_phase_5_penta_square_by_dha_lahore_european_style_1_bedroom_furnished_apartment_for_sale-53955787-11845-1.html,2026-03-30T16:10:26.644890
Ideal Flat For Sale In Allama Iqbal Main Boulevard,65 Lakh,"Allama Iqbal Main Boulevard, Allama Iqbal Town",Lahore,788 sqft,3,2,Flat,Added: 3 days ago,https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_main_boulevard_ideal_flat_for_sale_in_allama_iqbal_main_boulevard-53792607-11182-1.html,2026-03-30T16:10:26.661202
3 Bedroom Apartment Is Available For Sale In Askari 10 F Sector Lahore Cantt,3.9 Crore,"Askari 10 - Sector F, Askari 10",Lahore,"2,250 sqft",3,3,Flat,Added: 4 days ago,https://www.zameen.com/Property/askari_10_askari_10_-_sector_f_3_bedroom_apartment_is_available_for_sale_in_askari_10_f_sector_lahore_cantt-53723293-10542-1.html,2026-03-30T16:10:26.677091
260 Square Feet Studio Apartment For Sale In Prime Mall Al Kabir Town Phase 2 Lahore Easy Installments High ROI Investment,39 Lakh,"Al-Kabir Town - Phase 2, Al-Kabir Town",Lahore,260 sqft,,1,Flat,Added: 3 days ago,https://www.zameen.com/Property/al_kabir_town_al-kabir_town_-_phase_2_260_square_feet_studio_apartment_for_sale_in_prime_mall_al_kabir_town_phase_2_lahore_easy_installments_high_roi_investment-53959295-11704-1.html,2026-03-30T16:10:26.692003
"12 Marla 4 Bed New Design Flat For Sale In Askari 10, Lahore",4.5 Crore,"Askari 10 - Sector S, Askari 10",Lahore,"2,700 sqft",4,5,Flat,Added: 4 days ago,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_12_marla_4_bed_new_design_flat_for_sale_in_askari_10_lahore-53960203-21434-1.html,2026-03-30T16:10:26.708165
Flat For Sale In Askari 11 Lahore Beautiful Location,2.9 Crore,"Askari 11 - Sector B, Askari 11",Lahore,"2,250 sqft",3,3,Flat,Added: 4 days ago,https://www.zameen.com/Property/askari_11_askari_11_-_sector_b_flat_for_sale_in_askari_11_lahore_beautiful_location-53888852-15702-1.html,2026-03-30T16:10:26.724081
2 Bedroom Apartment On Instalments,3.89 Crore,"Gulberg, Lahore",Lahore,"1,369 sqft",2,3,Flat,Added: 4 days ago,https://www.zameen.com/Property/lahore_gulberg_2_bedroom_apartment_on_instalments-53939122-7-1.html,2026-03-30T16:10:26.740958
Luxury 3 Bed Apartment for Sale in Penta Square DHA Phase 5 | High Rental Return,4.9 Crore,"Penta Square By DHA Lahore, DHA Phase 5",Lahore,"2,350 sqft",3,3,Flat,Added: 2 days ago,https://www.zameen.com/Property/dha_phase_5_penta_square_by_dha_lahore_luxury_3_bed_apartment_for_sale_in_penta_square_dha_phase_5_high_rental_return-53876806-11845-1.html,2026-03-30T16:10:26.758051
3-Bedroom Luxury Apartment For Sale In Askari 10| Premium Location | High Rental Income,5.29 Crore,"Askari 10, Askari",Lahore,"2,523 sqft",3,3,Flat,Added: 2 days ago,https://www.zameen.com/Property/askari_askari_10_3-bedroom_luxury_apartment_for_sale_in_askari_10_premium_location_high_rental_income-52728560-1011-1.html,2026-03-30T16:10:26.774122
