title,price,location,city,size,bedrooms,bathrooms,property_type,date_added,url,scraped_at
1 Kanal Pair Plot # Q-602 & Q-603 For Sale in DHA Phase 7 Block Q,7.2 Crore,"DHA Phase 7 - Block Q, DHA Phase 7",Lahore,2 Kanal,,,Plot,Added: 2 days ago,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_q_1_kanal_pair_plot_q-602_q-603_for_sale_in_dha_phase_7_block_q-53636485-1624-2.html,2026-03-30T16:24:40.181350
5 Marla Residential Plot Block B At Investor Rate For Sale In DHA 9 Town,55 Lakh,"DHA 9 Town - Block B, DHA 9 Town",Lahore,5 Marla,,,Plot,Added: 2 days ago,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_b_5_marla_residential_plot_block_b_at_investor_rate_for_sale_in_dha_9_town-49545764-8174-2.html,2026-03-30T16:24:40.195018
"1 Kanal LDA Approved Residential Possession Plot for Sale Khyber Block, Chinar Bagh Lahore",1.45 Crore,"Chinar Bagh - Khyber Block, Chinar Bagh",Lahore,1 Kanal,,,Plot,Added: 1 day ago,https://www.zameen.com/Property/chinar_bagh_chinar_bagh_-_khyber_block_1_kanal_lda_approved_residential_possession_plot_for_sale_khyber_block_chinar_bagh_lahore-53966677-3696-2.html,2026-03-30T16:24:40.208165
3 Marla Possession Plot's On Easy Installments,32 Lakh,"Pak Arab Housing Society, Lahore",Lahore,3 Marla,,,Plot,Added: 1 day ago,https://www.zameen.com/Property/lahore_pak_arab_housing_society_3_marla_possession_plot_s_on_easy_installments-53990449-1006-2.html,2026-03-30T16:24:40.269197
350 Square Yards Upper Portion for rent in Navy Housing Scheme Karsaz,1.6 Crore,"Haven Farms, Sue-e-Asal Road",Lahore,4 Kanal,,,Plot,Added: 1 day ago,https://www.zameen.com/Property/sue_e_asal_road_haven_farms_350_square_yards_upper_portion_for_rent_in_navy_housing_scheme_karsaz-51934349-21374-2.html,2026-03-30T16:24:40.329162
"Direct Approach from Main Defence Road, Near Mosque",1.05 Crore,"IEP Engineers Town - Block A4, IEP Engineers Town - Sector A",Lahore,10 Marla,,,Plot,Added: 1 day ago,https://www.zameen.com/Property/iep_engineers_town_sector_a_iep_engineers_town_-_block_a4_direct_approach_from_main_defence_road_near_mosque-53990353-14675-2.html,2026-03-30T16:24:40.344800
Imperial Block 5 Plot Available For Sale,60 Lakh,"Park View City - Imperial Block, Park View City",Lahore,5 Marla,,,Plot,Added: 1 day ago,https://www.zameen.com/Property/park_view_city_park_view_city_-_imperial_block_imperial_block_5_plot_available_for_sale-53429377-22416-2.html,2026-03-30T16:24:40.362538
1 KANAL BEST LOCATION PLOT AVAILABLE FOR SALE NEAR EME GATE ON 40 FT ROAD IN LDA AVENUE BLOCK C,1.75 Crore,"LDA Avenue - Block C, LDA Avenue",Lahore,1 Kanal,,,Plot,Added: 39 minutes ago,https://www.zameen.com/Property/lda_avenue_lda_avenue_-_block_c_1_kanal_best_location_plot_available_for_sale_near_eme_gate_on_40_ft_road_in_lda_avenue_block_c-53809239-8161-2.html,2026-03-30T16:24:40.375834
1 KANAL CORNER PLOT ON IDEAL LOCATION ON 40 FT ROAD IN LDA AVENUE BLOCK H,2.25 Crore,"LDA Avenue - Block H, LDA Avenue",Lahore,1 Kanal,,,Plot,Added: 39 minutes ago,https://www.zameen.com/Property/lda_avenue_lda_avenue_-_block_h_1_kanal_corner_plot_on_ideal_location_on_40_ft_road_in_lda_avenue_block_h-53809240-8166-2.html,2026-03-30T16:24:40.389222
5 MARLA PLOT FOR SALE IN D EXT BLOCK WITH POSSESSION UTILITY PAID,30 Lakh,"Low Cost - Block D Extension, Low Cost Sector",Lahore,5 Marla,,,Plot,Added: 2 hours ago,https://www.zameen.com/Property/low_cost_sector_low_cost_-_block_d_extension_5_marla_plot_for_sale_in_d_ext_block_with_possession_utility_paid-53924585-12389-2.html,2026-03-30T16:24:40.402550
5 MARLA POSSESIONABLE PLOTS,65 Lakh,"Park View City - Tulip Extension Block, Park View City",Lahore,5 Marla,,,Plot,Added: 2 hours ago,https://www.zameen.com/Property/park_view_city_park_view_city_-_tulip_extension_block_5_marla_possesionable_plots-53428261-16719-2.html,2026-03-30T16:24:40.416426
8 MARLA PLOT FOR SALE IN SOUTHERN BLOCK WITH POSSESSION UTILITY PAID,73 Lakh,"Bahria Orchard Phase 1 - Southern, Bahria Orchard Phase 1",Lahore,8 Marla,,,Plot,Added: 2 hours ago,https://www.zameen.com/Property/bahria_orchard_phase_1_bahria_orchard_phase_1_-_southern_8_marla_plot_for_sale_in_southern_block_with_possession_utility_paid-53961116-8240-2.html,2026-03-30T16:24:40.429965
Residential Plot Of 5 Marla In Park View City - Jade Extension Block Is Available,90 Lakh,"Park View City - Jade Extension Block, Park View City",Lahore,5 Marla,,,Plot,Added: 2 hours ago,https://www.zameen.com/Property/park_view_city_park_view_city_-_jade_extension_block_residential_plot_of_5_marla_in_park_view_city_-_jade_extension_block_is_available-53729407-16242-2.html,2026-03-30T16:24:40.443328
5 MARLA PLOT FOR SALE IN DIAMOND BLOCK PARK VIEW CITY LAHORE,50 Lakh,"Park View City - Diamond Block, Park View City",Lahore,5 Marla,,,Plot,Added: 2 hours ago,https://www.zameen.com/Property/park_view_city_park_view_city_-_diamond_block_5_marla_plot_for_sale_in_diamond_block_park_view_city_lahore-53855917-17433-2.html,2026-03-30T16:24:40.456695
PLOT # Q-643 CORNER RESIDENTIAL PLOT LOCATED IN THE BEST BLOCK OF DHA LAHORE.,3.8 Crore,"DHA Phase 7 - Block Q, DHA Phase 7",Lahore,1 Kanal,,,Plot,Added: 38 minutes ago,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_q_plot_q-643_corner_residential_plot_located_in_the_best_block_of_dha_lahore-53995956-1624-2.html,2026-03-30T16:24:40.470616
Bankers Avenue 10 Marla Plot For Sale,1.2 Crore,"Bankers Avenue - Block D, Bankers Avenue Cooperative Housing Society",Lahore,10 Marla,,,Plot,Added: 38 minutes ago,https://www.zameen.com/Property/bankers_avenue_cooperative_housing_society_bankers_avenue_-_block_d_bankers_avenue_10_marla_plot_for_sale-52897756-16014-2.html,2026-03-30T16:24:40.484370
Dha Phase 9 Prism Kanal Plot For Sale In H Block Hot Location.,2.75 Crore,"DHA Phase 9 Prism - Block H, DHA Phase 9 Prism",Lahore,1 Kanal,,,Plot,Added: 38 minutes ago,https://www.zameen.com/Property/dha_phase_9_prism_dha_phase_9_prism_-_block_h_dha_phase_9_prism_kanal_plot_for_sale_in_h_block_hot_location-53729685-9257-2.html,2026-03-30T16:24:40.497938
8 Kanal Luxury Farmhouse Land On Top Location Available For Sale On Bedian Road Lahore,1.3 Crore,"Bedian Road, Lahore",Lahore,8 Kanal,,,Plot,Added: 39 minutes ago,https://www.zameen.com/Property/lahore_bedian_road_8_kanal_luxury_farmhouse_land_on_top_location_available_for_sale_on_bedian_road_lahore-50337712-378-2.html,2026-03-30T16:24:40.512850
Dha Phase 9 Prism 5 Marla Possession Plot For Sale. .,86 Lakh,"DHA Phase 9 Prism - Block R, DHA Phase 9 Prism",Lahore,5 Marla,,,Plot,Added: 39 minutes ago,https://www.zameen.com/Property/dha_phase_9_prism_dha_phase_9_prism_-_block_r_dha_phase_9_prism_5_marla_possession_plot_for_sale-53751446-9271-2.html,2026-03-30T16:24:40.527445
5 Marla Residential Plot For Sale Facing Park Street,63 Lakh,"Bankers Avenue Cooperative Housing Society, Lahore",Lahore,5 Marla,,,Plot,Added: 39 minutes ago,https://www.zameen.com/Property/lahore_bankers_avenue_cooperative_housing_society_5_marla_residential_plot_for_sale_facing_park_street-52925715-8325-2.html,2026-03-30T16:24:40.541941
10 Acre Agriculture Land For Sale Bedia Road Lahore,13 Crore,"Bedian Road, Lahore",Lahore,80 Kanal,,,Plot,Added: 39 minutes ago,https://www.zameen.com/Property/lahore_bedian_road_10_acre_agriculture_land_for_sale_bedia_road_lahore-53613197-378-2.html,2026-03-30T16:24:40.555416
Top Location 32 Kanal Agricultural Land For Sale | Bedian Road Lahore,7 Crore,"Bedian Road, Lahore",Lahore,32 Kanal,,,Plot,Added: 39 minutes ago,https://www.zameen.com/Property/lahore_bedian_road_top_location_32_kanal_agricultural_land_for_sale_bedian_road_lahore-53616538-378-2.html,2026-03-30T16:24:40.568984
Block U 20 Marla Residential Plot At Investor Rate Prime Location In DHA Phase 7 Lahore,3.25 Crore,"DHA Phase 7 - Block U, DHA Phase 7",Lahore,1 Kanal,,,Plot,Added: 2 days ago,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_u_block_u_20_marla_residential_plot_at_investor_rate_prime_location_in_dha_phase_7_lahore-53803412-1628-2.html,2026-03-30T16:24:43.551950
Pair Plot Situated On Hot Location Facing Golf Park Near To Ring Road ( 8 Crore each plot price ) Available For Sale,8 Crore,"Lake City - Golf Estate 2, Lake City",Lahore,2 Kanal,,,Plot,Added: 2 days ago,https://www.zameen.com/Property/lake_city_lake_city_-_golf_estate_2_pair_plot_situated_on_hot_location_facing_golf_park_near_to_ring_road_8_crore_each_plot_price_available_for_sale-53986505-15748-2.html,2026-03-30T16:24:43.609902
"1-Kanal Residential Plot | Facing Park | Easy 150-Foot Road Approach | DHA Phase 9 Prism, Block H",2.35 Crore,"DHA Phase 9 Prism - Block H, DHA Phase 9 Prism",Lahore,1 Kanal,,,Plot,Added: 2 days ago,https://www.zameen.com/Property/dha_phase_9_prism_dha_phase_9_prism_-_block_h_1-kanal_residential_plot_facing_park_easy_150-foot_road_approach_dha_phase_9_prism_block_h-53986504-9257-2.html,2026-03-30T16:24:43.624864
"""1 Kanal Pair Plot In DHA Phase 7 Q Block Hot &Amp; Prime Location""",7.2 Crore,"DHA Phase 7 - Block Q, DHA Phase 7",Lahore,2 Kanal,,,Plot,Added: 2 days ago,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_q_1_kanal_pair_plot_in_dha_phase_7_q_block_hot_amp_prime_location-53955390-1624-2.html,2026-03-30T16:24:43.640584
Beautifully Constructed Residential Plot Is Available For sale In LDA Avenue,1.15 Crore,"LDA Avenue, Lahore",Lahore,10 Marla,,,Plot,Added: 2 days ago,https://www.zameen.com/Property/lahore_lda_avenue_beautifully_constructed_residential_plot_is_available_for_sale_in_lda_avenue-53969715-547-2.html,2026-03-30T16:24:43.655688
Imperial Block 10 Marla Plot Available For Sale,1.2 Crore,"Park View City - Imperial Block, Park View City",Lahore,10 Marla,,,Plot,Added: 1 day ago,https://www.zameen.com/Property/park_view_city_park_view_city_-_imperial_block_imperial_block_10_marla_plot_available_for_sale-53429389-22416-2.html,2026-03-30T16:24:43.669326
LDA City Lahore L BLOCK 5 Marla Possession Plot Available,51 Lakh,"LDA City Phase 1 - Jinnah Sector, LDA City Phase 1",Lahore,5 Marla,,,Plot,Added: 1 day ago,https://www.zameen.com/Property/lda_city_phase_1_lda_city_phase_1_-_jinnah_sector_lda_city_lahore_l_block_5_marla_possession_plot_available-53305784-18608-2.html,2026-03-30T16:24:43.685634
"1 Kanal Facing Park Prime Residential Plot for Sale DHA Phase 8, X Block",3.8 Crore,"DHA Phase 8 - Block X, DHA Phase 8",Lahore,1 Kanal,,,Plot,Added: 1 day ago,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_block_x_1_kanal_facing_park_prime_residential_plot_for_sale_dha_phase_8_x_block-53753216-1639-2.html,2026-03-30T16:24:43.790895
6. Marla Commercial Plot For Sale 100 Ft Road Main Boulevard Demand 250 Lac,2.5 Crore,"Chinar Bagh, Lahore",Lahore,6 Marla,,,Plot,Added: 1 day ago,https://www.zameen.com/Property/lahore_chinar_bagh_6_marla_commercial_plot_for_sale_100_ft_road_main_boulevard_demand_250_lac-53915613-763-2.html,2026-03-30T16:24:43.805567
2 Kanal Pair Plot Main Boulevard In Chinar Bagh Demand 10. Caror,10 Crore,"Chinar Bagh, Lahore",Lahore,2 Kanal,,,Plot,Added: 1 day ago,https://www.zameen.com/Property/lahore_chinar_bagh_2_kanal_pair_plot_main_boulevard_in_chinar_bagh_demand_10_caror-53919403-763-2.html,2026-03-30T16:24:43.819667
1 Kanal Plot For Sale LDA Avenue 1 (Block C),3.5 Crore,"LDA Avenue - Block C, LDA Avenue",Lahore,1 Kanal,,,Plot,Added: 39 minutes ago,https://www.zameen.com/Property/lda_avenue_lda_avenue_-_block_c_1_kanal_plot_for_sale_lda_avenue_1_block_c-53809241-8161-2.html,2026-03-30T16:24:43.841063
1 KANAL PRIME LOCATION PLOT FOR SALE IN LDA AVENUE BLOCK A,1.76 Crore,"LDA Avenue - Block A, LDA Avenue",Lahore,1 Kanal,,,Plot,Added: 39 minutes ago,https://www.zameen.com/Property/lda_avenue_lda_avenue_-_block_a_1_kanal_prime_location_plot_for_sale_in_lda_avenue_block_a-53809244-8159-2.html,2026-03-30T16:24:43.855930
HOT LOCATION 5 MARLA PLOTS IN REASONABLE PRICE,34.99 Lakh,"Park View City - Orchard Block, Park View City",Lahore,5 Marla,,,Plot,Added: 2 hours ago,https://www.zameen.com/Property/park_view_city_park_view_city_-_orchard_block_hot_location_5_marla_plots_in_reasonable_price-53870934-22400-2.html,2026-03-30T16:24:43.869689
HOT LOCATION 5 MARLA COMMERCIAL PLOTS,2.45 Crore,"Park View City - The Walk Commercial, Park View City",Lahore,5 Marla,,,Plot,Added: 2 hours ago,https://www.zameen.com/Property/park_view_city_park_view_city_-_the_walk_commercial_hot_location_5_marla_commercial_plots-53879674-21572-2.html,2026-03-30T16:24:43.883930
4 MARLA COMMERCIAL PLOT ON SUPER HOT LOCATION,2.25 Crore,"Park View City, Lahore",Lahore,4 Marla,,,Plot,Added: 2 hours ago,https://www.zameen.com/Property/lahore_park_view_city_4_marla_commercial_plot_on_super_hot_location-53879805-1466-2.html,2026-03-30T16:24:43.897862
HOT LOCATION 5 MARLA PLOTS IN REASONABLE PRICE,48 Lakh,"Park View City - Crystal Block, Park View City",Lahore,5 Marla,,,Plot,Added: 2 hours ago,https://www.zameen.com/Property/park_view_city_park_view_city_-_crystal_block_hot_location_5_marla_plots_in_reasonable_price-53882612-17960-2.html,2026-03-30T16:24:43.912053
Plot No. 888 Block F area 1 Kanal at Prime Location for Sale in DHA Phase 9 Prism Lahore.,2.9 Crore,"DHA Phase 9 Prism - Block F, DHA Phase 9 Prism",Lahore,1 Kanal,,,Plot,Added: 2 hours ago,https://www.zameen.com/Property/dha_phase_9_prism_dha_phase_9_prism_-_block_f_plot_no_888_block_f_area_1_kanal_at_prime_location_for_sale_in_dha_phase_9_prism_lahore-53995374-9260-2.html,2026-03-30T16:24:43.926035
14.30 Marla Plot For Sale in H block of Bankers Avenue,1.75 Crore,"Bankers Avenue - Block H, Bankers Avenue Cooperative Housing Society",Lahore,14.7 Marla,,,Plot,Added: 39 minutes ago,https://www.zameen.com/Property/bankers_avenue_cooperative_housing_society_bankers_avenue_-_block_h_14_30_marla_plot_for_sale_in_h_block_of_bankers_avenue-53153060-16018-2.html,2026-03-30T16:24:43.940773
"BANKERS AVENUE ""A "" BLOCK MAIN ROAD 18 MARLA PLOT FOR SALE",1.55 Crore,"Bankers Avenue - Block A, Bankers Avenue Cooperative Housing Society",Lahore,18 Marla,,,Plot,Added: 39 minutes ago,https://www.zameen.com/Property/bankers_avenue_cooperative_housing_society_bankers_avenue_-_block_a_bankers_avenue_a_block_main_road_18_marla_plot_for_sale-53635575-16011-2.html,2026-03-30T16:24:43.955363
Dha Phase 6 E Block 5 Marla Plot For Sale.,1.05 Crore,"DHA Phase 6 - Block E, DHA Phase 6",Lahore,5 Marla,,,Plot,Added: 39 minutes ago,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_e_dha_phase_6_e_block_5_marla_plot_for_sale-53804724-1614-2.html,2026-03-30T16:24:43.969381
5 Marla Plot Available In C Block Ideal Location For Reside Most Beautiful Society Of Lahore Adjacent To DHA 7,68 Lakh,"Bankers Avenue Cooperative Housing Society, Lahore",Lahore,5 Marla,,,Plot,Added: 39 minutes ago,https://www.zameen.com/Property/lahore_bankers_avenue_cooperative_housing_society_5_marla_plot_available_in_c_block_ideal_location_for_reside_most_beautiful_society_of_lahore_adjacent_to_dha_7-53702929-8325-2.html,2026-03-30T16:24:43.983401
9 Marla Corner Plot Available For Sale In H Block Ideal Location,1.35 Crore,"Bankers Avenue Cooperative Housing Society, Lahore",Lahore,9 Marla,,,Plot,Added: 39 minutes ago,https://www.zameen.com/Property/lahore_bankers_avenue_cooperative_housing_society_9_marla_corner_plot_available_for_sale_in_h_block_ideal_location-53703012-8325-2.html,2026-03-30T16:24:43.998738
"Hot Deal 5 Marla Possession Plot for Sale in DHA Phase 9 Town, Lahore",1 Crore,"DHA 9 Town, DHA Defence",Lahore,5 Marla,,,Plot,Added: 39 minutes ago,https://www.zameen.com/Property/dha_defence_dha_9_town_hot_deal_5_marla_possession_plot_for_sale_in_dha_phase_9_town_lahore-53995953-1452-2.html,2026-03-30T16:24:44.015307
R Block Prime Location Plot For Sale,68 Lakh,"DHA 11 Rahbar Phase 4 - Block R, DHA 11 Rahbar Phase 4",Lahore,5 Marla,,,Plot,Added: 39 minutes ago,https://www.zameen.com/Property/dha_11_rahbar_phase_4_dha_11_rahbar_phase_4_-_block_r_r_block_prime_location_plot_for_sale-53638727-14116-2.html,2026-03-30T16:24:44.030137
PLOT # Q-422 RESIDENTIAL PLOT LOCATED IN THE BEST BLOCK OF DHA LAHORE.,3.8 Crore,"DHA Phase 7 - Block Q, DHA Phase 7",Lahore,1 Kanal,,,Plot,Added: 39 minutes ago,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_q_plot_q-422_residential_plot_located_in_the_best_block_of_dha_lahore-53995952-1624-2.html,2026-03-30T16:24:44.044149
Etihad Town Phase III Commercial | Where Business Grows,2.2 Crore,"Etihad Town, Raiwind Road",Lahore,4 Marla,,,Plot,Added: 2 days ago,https://www.zameen.com/Property/raiwind_road_etihad_town_etihad_town_phase_iii_commercial_where_business_grows-53733242-11895-2.html,2026-03-30T16:24:47.282075
Prime Location 5 Marla Plot for Sale in F Block LDA City Lahore,55 Lakh,"LDA City Phase 1 - Block F, LDA City Phase 1 - Jinnah Sector",Lahore,5 Marla,,,Plot,Added: 2 days ago,https://www.zameen.com/Property/lda_city_phase_1_jinnah_sector_lda_city_phase_1_-_block_f_prime_location_5_marla_plot_for_sale_in_f_block_lda_city_lahore-53984490-15819-2.html,2026-03-30T16:24:47.379339
M-4 Golf Estate-II 01 Kanal Premium Plot On 60 Feet Road Near To Park,4.65 Crore,"Lake City - Sector M-4, Lake City",Lahore,1 Kanal,,,Plot,Added: 2 days ago,https://www.zameen.com/Property/lake_city_lake_city_-_sector_m-4_m-4_golf_estate-ii_01_kanal_premium_plot_on_60_feet_road_near_to_park-52641428-4006-2.html,2026-03-30T16:24:47.395877
10 Marla Plot For Sale Lda Avenue One,1.1 Crore,"LDA Avenue, Lahore",Lahore,10 Marla,,,Plot,Added: 2 days ago,https://www.zameen.com/Property/lahore_lda_avenue_10_marla_plot_for_sale_lda_avenue_one-52403720-547-2.html,2026-03-30T16:24:47.409509
"6 Marla Commercial Hot Location Near Masjid, Mosque & Quetta Hotel",5.7 Crore,"Etihad Town Phase 1, Etihad Town",Lahore,6 Marla,,,Plot,Added: 2 days ago,https://www.zameen.com/Property/etihad_town_etihad_town_phase_1_6_marla_commercial_hot_location_near_masjid_mosque_quetta_hotel-53641482-16882-2.html,2026-03-30T16:24:47.425067
5 Marla Commercial Plot Available For Sale At Very Good Location Near Attock Petrol Pump In Rafi Block Bahria Town Lahore,5.75 Crore,"Bahria Town - Rafi Block, Bahria Town - Sector E",Lahore,5 Marla,,,Plot,Added: 1 day ago,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_rafi_block_5_marla_commercial_plot_available_for_sale_at_very_good_location_near_attock_petrol_pump_in_rafi_block_bahria_town_lahore-53915350-1803-2.html,2026-03-30T16:24:47.438427
Ideal Location Plot For Sale,1.35 Crore,"DHA Phase 9 Prism, DHA Defence",Lahore,1 Kanal,,,Plot,Added: 1 day ago,https://www.zameen.com/Property/dha_defence_dha_phase_9_prism_ideal_location_plot_for_sale-53990060-8431-2.html,2026-03-30T16:24:47.454051
20 Marla Residential plot for Sale In NFC PH2,82 Lakh,"NFC 2, Lahore",Lahore,1 Kanal,,,Plot,Added: 1 day ago,https://www.zameen.com/Property/lahore_nfc_2_20_marla_residential_plot_for_sale_in_nfc_ph2-53989953-1101-2.html,2026-03-30T16:24:47.513857
Excellent Kanal Corner Plot H Next to 70Ft Road,7.3 Crore,"DHA Phase 5 - Block H, DHA Phase 5",Lahore,1.1 Kanal,,,Plot,Added: 1 day ago,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_h_excellent_kanal_corner_plot_h_next_to_70ft_road-53088656-1605-2.html,2026-03-30T16:24:47.532832
1 Kanal Plot for Sale in DHA Phase 7 Y Block Lahore | Prime Location Near Raya,3.5 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",Lahore,1 Kanal,,,Plot,Added: 2 days ago,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_1_kanal_plot_for_sale_in_dha_phase_7_y_block_lahore_prime_location_near_raya-53987022-1632-2.html,2026-03-30T16:24:47.547351
1 KANAL PRIME LOCATION PLOT ON 150 FT ROAD FOR SALE IN LDA AVENUE BLOCK C,3.5 Crore,"LDA Avenue - Block C, LDA Avenue",Lahore,1 Kanal,,,Plot,Added: 39 minutes ago,https://www.zameen.com/Property/lda_avenue_lda_avenue_-_block_c_1_kanal_prime_location_plot_on_150_ft_road_for_sale_in_lda_avenue_block_c-53809267-8161-2.html,2026-03-30T16:24:47.605189
10 MARLA PLOT AVAILABLE IN LDA AVENUE J BLOCK IN LAHOE IN SURROUNDED BEAUTIFUL HOUSES,3.05 Crore,"LDA Avenue - Block J, LDA Avenue",Lahore,10 Marla,,,Plot,Added: 40 minutes ago,https://www.zameen.com/Property/lda_avenue_lda_avenue_-_block_j_10_marla_plot_available_in_lda_avenue_j_block_in_lahoe_in_surrounded_beautiful_houses-53809270-8167-2.html,2026-03-30T16:24:47.618942
3.5 Marla Plot Available For Sale In Pak Arab Society Phase 2 F1 Block,18 Lakh,"Pak Arab Housing Society Phase 2, Pak Arab Housing Society",Lahore,3.5 Marla,,,Plot,Added: 2 hours ago,https://www.zameen.com/Property/pak_arab_housing_society_pak_arab_housing_society_phase_2_3_5_marla_plot_available_for_sale_in_pak_arab_society_phase_2_f1_block-53175566-8247-2.html,2026-03-30T16:24:47.631907
4 Marla Ideal Location Plot On 100 Feet Road For Sale In Pak Arab Society Phase 2 F1 Block,32 Lakh,"Pak Arab Society Phase 2 - Block F1, Pak Arab Housing Society Phase 2",Lahore,4 Marla,,,Plot,Added: 2 hours ago,https://www.zameen.com/Property/pak_arab_housing_society_phase_2_pak_arab_society_phase_2_-_block_f1_4_marla_ideal_location_plot_on_100_feet_road_for_sale_in_pak_arab_society_phase_2_f1_block-53085243-9276-2.html,2026-03-30T16:24:47.645164
5 Marla Plot For Sale In Pak Arab Society Phase 2,22 Lakh,"Pak Arab Society Phase 2 - Block F1, Pak Arab Housing Society Phase 2",Lahore,5 Marla,,,Plot,Added: 2 hours ago,https://www.zameen.com/Property/pak_arab_housing_society_phase_2_pak_arab_society_phase_2_-_block_f1_5_marla_plot_for_sale_in_pak_arab_society_phase_2-53076202-9276-2.html,2026-03-30T16:24:47.658149
Plot No 712 Block Q Area 1 Kanal At Prime Location For Sale In DHA Phase 9 Prism Lahore.,2.7 Crore,"DHA Phase 9 Prism - Block Q, DHA Phase 9 Prism",Lahore,1 Kanal,,,Plot,Added: 2 hours ago,https://www.zameen.com/Property/dha_phase_9_prism_dha_phase_9_prism_-_block_q_plot_no_712_block_q_area_1_kanal_at_prime_location_for_sale_in_dha_phase_9_prism_lahore-53873094-9270-2.html,2026-03-30T16:24:47.671069
Plot No. 457 Block E Area 5 Marla Direct Plot For Sale In DHA 9 Town Lahore,1.22 Crore,"DHA 9 Town - Block E, DHA 9 Town",Lahore,5 Marla,,,Plot,Added: 2 hours ago,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_e_plot_no_457_block_e_area_5_marla_direct_plot_for_sale_in_dha_9_town_lahore-53491528-10563-2.html,2026-03-30T16:24:47.684206
10 Marla Plot For Sale In DHA Rahbar A Block,1.9 Crore,"DHA 11 Rahbar Phase 1 - Block A, DHA 11 Rahbar Phase 1",Lahore,10 Marla,,,Plot,Added: 40 minutes ago,https://www.zameen.com/Property/dha_11_rahbar_phase_1_dha_11_rahbar_phase_1_-_block_a_10_marla_plot_for_sale_in_dha_rahbar_a_block-53730415-3711-2.html,2026-03-30T16:24:47.697287
Dha Phase 7 U Block Kanal Plot Hot Location,2.85 Crore,"DHA Phase 7 - Block U, DHA Phase 7",Lahore,1 Kanal,,,Plot,Added: 40 minutes ago,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_u_dha_phase_7_u_block_kanal_plot_hot_location-53933512-1628-2.html,2026-03-30T16:24:47.710127
One Kanal Plot For Sale In Y Block Near McDonald'S &Amp;Man Road &Amp; Park,4.15 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",Lahore,1 Kanal,,,Plot,Added: 40 minutes ago,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_one_kanal_plot_for_sale_in_y_block_near_mcdonald_s_amp_man_road_amp_park-53933594-1632-2.html,2026-03-30T16:24:47.723143
H Block 5 Marla Plot For Sale DHA Rahbar,78 Lakh,"DHA 11 Rahbar Phase 2 - Block H, DHA 11 Rahbar Phase 2",Lahore,5 Marla,,,Plot,Added: 40 minutes ago,https://www.zameen.com/Property/dha_11_rahbar_phase_2_dha_11_rahbar_phase_2_-_block_h_h_block_5_marla_plot_for_sale_dha_rahbar-53730505-3718-2.html,2026-03-30T16:24:47.737795
10 Marla Plot For Sale Dha Phase 9 Prism In F Block,1.5 Crore,"DHA Phase 9 Prism - Block F, DHA Phase 9 Prism",Lahore,10 Marla,,,Plot,Added: 40 minutes ago,https://www.zameen.com/Property/dha_phase_9_prism_dha_phase_9_prism_-_block_f_10_marla_plot_for_sale_dha_phase_9_prism_in_f_block-53933608-9260-2.html,2026-03-30T16:24:47.751294
R Block Plot For Sale,85 Lakh,"DHA 11 Rahbar Phase 4 - Block R, DHA 11 Rahbar Phase 4",Lahore,5 Marla,,,Plot,Added: 40 minutes ago,https://www.zameen.com/Property/dha_11_rahbar_phase_4_dha_11_rahbar_phase_4_-_block_r_r_block_plot_for_sale-53933513-14116-2.html,2026-03-30T16:24:47.764411
PLOT # Q-341 RESIDENTIAL PLOT LOCATED IN THE BEST BLOCK OF DHA LAHORE.,4.1 Crore,"DHA Phase 7 - Block Q, DHA Phase 7",Lahore,1 Kanal,,,Plot,Added: 40 minutes ago,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_q_plot_q-341_residential_plot_located_in_the_best_block_of_dha_lahore-53995945-1624-2.html,2026-03-30T16:24:47.779848
BEDIAN ROAD LAHORE 10 KANAL FARM HOUSE PLOT CARPET ROAD GATED SOCIETY ELECTRICITY AVAILABLE GAS AVAILABLE,4.5 Crore,"Bedian Road, Lahore",Lahore,10 Kanal,,,Plot,Added: 41 minutes ago,https://www.zameen.com/Property/lahore_bedian_road_bedian_road_lahore_10_kanal_farm_house_plot_carpet_road_gated_society_electricity_available_gas_available-53626854-378-2.html,2026-03-30T16:24:47.793685
